2025-10-20 22:23:16,094 - MainProcess - INFO - Starting processing with 8 workers, batch size of 1000, and task timeout of 300s.
2025-10-20 22:26:51,165 - ForkProcess-80 - WARNING - [4kqp] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 40 O, 3, is greater than permitted
2025-10-20 22:26:51,218 - ForkProcess-73 - WARNING - [4bgy] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 219 O, 3, is greater than permitted
2025-10-20 22:26:51,355 - ForkProcess-75 - WARNING - [4ezw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 182 O, 3, is greater than permitted
2025-10-20 22:26:51,410 - ForkProcess-78 - WARNING - [4azc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 87 O, 3, is greater than permitted
2025-10-20 22:26:52,011 - ForkProcess-79 - WARNING - [4ido] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 469 F, 2, is greater than permitted
2025-10-20 22:26:52,466 - ForkProcess-74 - WARNING - [4c1m] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 24 O, 3, is greater than permitted
2025-10-20 22:26:53,043 - ForkProcess-74 - WARNING - [4bb9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 86 O, 3, is greater than permitted
2025-10-20 22:26:53,093 - ForkProcess-73 - WARNING - [4jn2] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 168 O, 3, is greater than permitted
2025-10-20 22:26:53,661 - ForkProcess-77 - WARNING - [4io7] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 262 O, 3, is greater than permitted
2025-10-20 22:26:53,751 - ForkProcess-74 - WARNING - [4del] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 84 O, 3, is greater than permitted
2025-10-20 22:26:53,939 - ForkProcess-76 - WARNING - [3wb5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:26:54,168 - ForkProcess-79 - WARNING - [4i9c] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 469 O, 3, is greater than permitted
2025-10-20 22:26:54,186 - ForkProcess-74 - WARNING - [4nk9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 133 O, 3, is greater than permitted
2025-10-20 22:26:54,723 - ForkProcess-75 - WARNING - [4azi] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 87 O, 3, is greater than permitted
2025-10-20 22:26:54,759 - ForkProcess-77 - WARNING - [3wb4] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:26:54,923 - ForkProcess-78 - WARNING - [4mnq] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 716 O, 3, is greater than permitted
2025-10-20 22:26:55,216 - ForkProcess-80 - WARNING - [4ipn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 111 O, 3, is greater than permitted
2025-10-20 22:26:55,357 - ForkProcess-79 - WARNING - [4ayq] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 138 O, 3, is greater than permitted
2025-10-20 22:26:55,503 - ForkProcess-79 - WARNING - [4e70] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 155 O, 3, is greater than permitted
2025-10-20 22:26:55,826 - ForkProcess-75 - WARNING - [4azb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 169 O, 3, is greater than permitted
2025-10-20 22:26:55,963 - ForkProcess-78 - WARNING - [4k5y] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 99 O, 3, is greater than permitted
2025-10-20 22:26:56,162 - ForkProcess-73 - WARNING - [4b6u] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 7 O, 3, is greater than permitted
2025-10-20 22:26:56,330 - ForkProcess-77 - WARNING - [4ayp] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 262 O, 3, is greater than permitted
2025-10-20 22:26:56,494 - ForkProcess-79 - WARNING - [4c1u] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 127 O, 3, is greater than permitted
2025-10-20 22:26:56,753 - ForkProcess-80 - WARNING - [4ayr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 123 O, 3, is greater than permitted
2025-10-20 22:26:56,820 - ForkProcess-77 - WARNING - [4aro] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 195 O, 3, is greater than permitted
2025-10-20 22:26:56,837 - ForkProcess-73 - WARNING - [3w0l] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 93 O, 3, is greater than permitted
2025-10-20 22:26:56,978 - ForkProcess-73 - WARNING - [4i5h] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 526 O, 3, is greater than permitted
2025-10-20 22:26:56,992 - ForkProcess-74 - WARNING - [4kb9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 258 O, 3, is greater than permitted
2025-10-20 22:26:57,017 - ForkProcess-75 - WARNING - [4gbd] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 164 O, 3, is greater than permitted
2025-10-20 22:26:57,216 - ForkProcess-75 - WARNING - [4hra] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 146 O, 3, is greater than permitted
2025-10-20 22:26:57,693 - ForkProcess-77 - WARNING - [4hnc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 202 O, 3, is greater than permitted
2025-10-20 22:26:57,863 - ForkProcess-74 - WARNING - [4hws] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 456 O, 3, is greater than permitted
2025-10-20 22:26:57,898 - ForkProcess-75 - WARNING - [4jh0] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 262 O, 3, is greater than permitted
2025-10-20 22:26:57,929 - ForkProcess-76 - WARNING - [4i72] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 79 O, 3, is greater than permitted
2025-10-20 22:26:57,962 - ForkProcess-74 - WARNING - [4heg] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 43 O, 3, is greater than permitted
2025-10-20 22:26:58,022 - ForkProcess-80 - WARNING - [4iu0] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 205 O, 3, is greater than permitted
2025-10-20 22:26:58,312 - ForkProcess-79 - WARNING - [4k5o] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 166 O, 3, is greater than permitted
2025-10-20 22:26:58,442 - ForkProcess-78 - WARNING - [4i8w] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 313 O, 3, is greater than permitted
2025-10-20 22:26:58,446 - ForkProcess-80 - WARNING - [4m0f] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 158 O, 3, is greater than permitted
2025-10-20 22:26:58,466 - ForkProcess-73 - WARNING - [4k5l] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 132 O, 3, is greater than permitted
2025-10-20 22:26:58,531 - ForkProcess-74 - WARNING - [4ks5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 32 O, 3, is greater than permitted
2025-10-20 22:26:58,680 - MainProcess - INFO - Batch 10 results saved. Total processed so far: 10000
2025-10-20 22:26:58,680 - MainProcess - INFO - --- Starting Batch 11/19 (Size: 1000) ---
2025-10-20 22:26:58,894 - ForkProcess-88 - WARNING - [4hla] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 239 O, 3, is greater than permitted
2025-10-20 22:26:59,033 - ForkProcess-86 - WARNING - [4i71] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 79 O, 3, is greater than permitted
2025-10-20 22:26:59,188 - ForkProcess-85 - WARNING - [4i73] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:26:59,356 - ForkProcess-88 - WARNING - [3vtr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 55 O, 3, is greater than permitted
2025-10-20 22:26:59,437 - ForkProcess-82 - WARNING - [4kww] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 177 O, 3, is greater than permitted
2025-10-20 22:26:59,716 - ForkProcess-88 - WARNING - [4jjg] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 161 C, 5, is greater than permitted
2025-10-20 22:26:59,776 - ForkProcess-82 - WARNING - [3zpt] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:26:59,794 - ForkProcess-84 - WARNING - [4hdf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 274 O, 3, is greater than permitted
2025-10-20 22:26:59,812 - ForkProcess-86 - WARNING - [4hdp] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 277 O, 3, is greater than permitted
2025-10-20 22:26:59,932 - ForkProcess-88 - WARNING - [4he9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:27:00,043 - ForkProcess-83 - WARNING - [4k5p] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 166 O, 3, is greater than permitted
2025-10-20 22:27:00,160 - ForkProcess-85 - WARNING - [3zpu] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 277 O, 3, is greater than permitted
2025-10-20 22:27:00,321 - ForkProcess-83 - WARNING - [3zps] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:27:00,663 - ForkProcess-87 - WARNING - [4lko] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 232 O, 3, is greater than permitted
2025-10-20 22:27:00,735 - ForkProcess-83 - WARNING - [3zbx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 293 O, 3, is greater than permitted
2025-10-20 22:27:00,849 - ForkProcess-84 - WARNING - [3zc5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 304 O, 3, is greater than permitted
2025-10-20 22:27:00,968 - ForkProcess-88 - WARNING - [4bcf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 212 O, 3, is greater than permitted
2025-10-20 22:27:00,995 - ForkProcess-86 - WARNING - [4hdb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 296 O, 3, is greater than permitted
2025-10-20 22:27:01,013 - ForkProcess-84 - WARNING - [4i8z] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 272 O, 3, is greater than permitted
2025-10-20 22:27:01,192 - ForkProcess-82 - WARNING - [4fyh] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 281 O, 3, is greater than permitted
2025-10-20 22:27:01,328 - ForkProcess-86 - WARNING - [4c61] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 34 N, 4, is greater than permitted
2025-10-20 22:27:01,593 - ForkProcess-83 - WARNING - [4n8e] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 71 O, 3, is greater than permitted
2025-10-20 22:27:01,738 - ForkProcess-88 - WARNING - [4knb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 329 O, 3, is greater than permitted
2025-10-20 22:27:01,776 - ForkProcess-81 - WARNING - [4j3j] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 286 O, 3, is greater than permitted
2025-10-20 22:27:01,780 - ForkProcess-87 - WARNING - [4nxs] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 141 O, 3, is greater than permitted
2025-10-20 22:27:03,916 - ForkProcess-87 - WARNING - [4pzw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:27:04,460 - ForkProcess-86 - WARNING - [4cc6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 166 O, 3, is greater than permitted
2025-10-20 22:27:04,584 - ForkProcess-84 - WARNING - [4cku] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 62 O, 3, is greater than permitted
2025-10-20 22:27:04,958 - ForkProcess-84 - WARNING - [4q1n] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 376 O, 3, is greater than permitted
2025-10-20 22:27:05,375 - ForkProcess-87 - WARNING - [4lp9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 26 O, 3, is greater than permitted
2025-10-20 22:27:05,765 - ForkProcess-86 - WARNING - [4pzx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:27:05,809 - ForkProcess-87 - WARNING - [4p0w] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 206 O, 3, is greater than permitted
2025-10-20 22:27:05,917 - ForkProcess-86 - WARNING - [4ux6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 217 O, 3, is greater than permitted
2025-10-20 22:27:06,353 - ForkProcess-84 - WARNING - [4obz] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 242 O, 3, is greater than permitted
2025-10-20 22:27:06,662 - ForkProcess-87 - WARNING - [4p74] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 237 O, 3, is greater than permitted
2025-10-20 22:27:06,698 - ForkProcess-83 - WARNING - [4n8d] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 254 O, 3, is greater than permitted
2025-10-20 22:27:06,843 - ForkProcess-88 - WARNING - [4mwe] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 82 O, 3, is greater than permitted
2025-10-20 22:27:06,945 - ForkProcess-87 - WARNING - [4mwc] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:07,171 - ForkProcess-81 - WARNING - [4no9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 380 O, 3, is greater than permitted
2025-10-20 22:27:07,523 - ForkProcess-81 - WARNING - [4mw1] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 82 O, 3, is greater than permitted
2025-10-20 22:27:07,787 - ForkProcess-82 - WARNING - [4txe] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 93 O, 3, is greater than permitted
2025-10-20 22:27:07,829 - ForkProcess-88 - WARNING - [4tx6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 86 O, 3, is greater than permitted
2025-10-20 22:27:07,908 - ForkProcess-81 - WARNING - [4pyv] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 338 O, 3, is greater than permitted
2025-10-20 22:27:07,926 - ForkProcess-83 - WARNING - [4x7i] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 301 O, 3, is greater than permitted
2025-10-20 22:27:08,009 - ForkProcess-82 - WARNING - [4rrs] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 230 O, 3, is greater than permitted
2025-10-20 22:27:08,047 - ForkProcess-86 - WARNING - [4jvj] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 207 O, 3, is greater than permitted
2025-10-20 22:27:08,194 - ForkProcess-84 - WARNING - [4p73] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 168 O, 3, is greater than permitted
2025-10-20 22:27:08,230 - ForkProcess-82 - WARNING - [4nnw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 386 O, 3, is greater than permitted
2025-10-20 22:27:08,268 - ForkProcess-86 - WARNING - [4bfr] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 165 O, 3, is greater than permitted
2025-10-20 22:27:08,364 - ForkProcess-87 - WARNING - [4rro] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:27:08,432 - ForkProcess-81 - WARNING - [4nnn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 342 O, 3, is greater than permitted
2025-10-20 22:27:08,503 - ForkProcess-82 - WARNING - [4mvw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 82 O, 3, is greater than permitted
2025-10-20 22:27:08,636 - ForkProcess-88 - WARNING - [4rce] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:27:08,721 - ForkProcess-85 - WARNING - [4mvy] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:09,035 - ForkProcess-81 - WARNING - [4mw4] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 82 O, 3, is greater than permitted
2025-10-20 22:27:09,037 - ForkProcess-84 - WARNING - [4mwb] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:09,197 - ForkProcess-84 - WARNING - [4d2d] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 139 O, 3, is greater than permitted
2025-10-20 22:27:09,308 - ForkProcess-86 - WARNING - [4qls] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 388 O, 3, is greater than permitted
2025-10-20 22:27:09,429 - ForkProcess-82 - WARNING - [4l2x] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 239 O, 3, is greater than permitted
2025-10-20 22:27:09,471 - ForkProcess-86 - WARNING - [4mw0] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:09,587 - ForkProcess-86 - WARNING - [4umq] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 312 O, 3, is greater than permitted
2025-10-20 22:27:09,872 - ForkProcess-87 - WARNING - [4mw5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:09,983 - ForkProcess-88 - WARNING - [4rrn] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:27:10,011 - ForkProcess-82 - WARNING - [4rcf] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 57 O, 3, is greater than permitted
2025-10-20 22:27:10,081 - ForkProcess-83 - WARNING - [4n1u] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 268 O, 3, is greater than permitted
2025-10-20 22:27:10,235 - ForkProcess-86 - WARNING - [4url] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 51 O, 3, is greater than permitted
2025-10-20 22:27:10,386 - ForkProcess-81 - WARNING - [4to8] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 51 O, 3, is greater than permitted
2025-10-20 22:27:10,386 - ForkProcess-85 - WARNING - [4bgk] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 201 O, 3, is greater than permitted
2025-10-20 22:27:10,528 - ForkProcess-81 - WARNING - [4od9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 71 O, 3, is greater than permitted
2025-10-20 22:27:10,569 - ForkProcess-82 - WARNING - [4mvx] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:10,706 - ForkProcess-83 - WARNING - [4mk0] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 277 O, 3, is greater than permitted
2025-10-20 22:27:10,898 - ForkProcess-83 - WARNING - [3whw] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 265 O, 3, is greater than permitted
2025-10-20 22:27:11,116 - ForkProcess-83 - WARNING - [4r5n] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:27:11,450 - ForkProcess-81 - WARNING - [4oc6] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 50 O, 3, is greater than permitted
2025-10-20 22:27:11,539 - ForkProcess-83 - WARNING - [4n00] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 78 O, 3, is greater than permitted
2025-10-20 22:27:11,709 - ForkProcess-85 - WARNING - [4mw9] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 61 O, 3, is greater than permitted
2025-10-20 22:27:11,771 - ForkProcess-86 - WARNING - [4pyo] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 292 O, 3, is greater than permitted
2025-10-20 22:27:12,371 - ForkProcess-85 - WARNING - [4q3t] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 196 O, 3, is greater than permitted
2025-10-20 22:27:12,657 - ForkProcess-83 - WARNING - [4qnu] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 86 O, 3, is greater than permitted
2025-10-20 22:27:12,908 - ForkProcess-87 - WARNING - [2mg5] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 460 O, 3, is greater than permitted
2025-10-20 22:27:13,242 - ForkProcess-85 - WARNING - [4psh] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 70 O, 3, is greater than permitted
2025-10-20 22:27:13,563 - ForkProcess-85 - WARNING - [4tv3] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 143 O, 3, is greater than permitted
2025-10-20 22:27:13,821 - ForkProcess-84 - WARNING - [4q4s] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 92 O, 3, is greater than permitted
2025-10-20 22:27:14,118 - ForkProcess-86 - WARNING - [4wvl] Could not sanitize pocket molecule (likely due to discontinuous residues). Proceeding with unsanitized molecule. RDKit error: Explicit valence for atom # 161 O, 3, is greater than permitted
