receptor,ligand,name,pk
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3kr8/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3kr8/ligand.sdf,3kr8,8.10
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4mgd/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4mgd/ligand.sdf,4mgd,4.69
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3qgy/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3qgy/ligand.sdf,3qgy,7.80
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1pxn/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1pxn/ligand.sdf,1pxn,7.15
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zcr/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2zcr/ligand.sdf,2zcr,6.87
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3fur/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3fur/ligand.sdf,3fur,8.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gv9/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3gv9/ligand.sdf,3gv9,2.12
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3g2z/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3g2z/ligand.sdf,3g2z,2.36
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3utu/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3utu/ligand.sdf,3utu,10.92
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4qd6/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4qd6/ligand.sdf,4qd6,8.64
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3e/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3f3e/ligand.sdf,3f3e,7.70
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4agq/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4agq/ligand.sdf,4agq,5.01
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n7a/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3n7a/ligand.sdf,3n7a,3.70
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3coy/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3coy/ligand.sdf,3coy,6.02
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3cj4/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3cj4/ligand.sdf,3cj4,6.51
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4hge/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4hge/ligand.sdf,4hge,7.92
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uex/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uex/ligand.sdf,3uex,6.92
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ebp/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ebp/ligand.sdf,3ebp,5.91
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yge/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2yge/ligand.sdf,2yge,5.06
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ueu/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3ueu/ligand.sdf,3ueu,5.24
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2hb1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/2hb1/ligand.sdf,2hb1,3.80
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1u1b/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1u1b/ligand.sdf,1u1b,7.80
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1ydt/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1ydt/ligand.sdf,1ydt,7.32
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1g2k/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1g2k/ligand.sdf,1g2k,7.96
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uev/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uev/ligand.sdf,3uev,5.89
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uo4/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3uo4/ligand.sdf,3uo4,6.52
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dd0/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/3dd0/ligand.sdf,3dd0,9.00
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1yc1/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/1yc1/ligand.sdf,1yc1,6.17
/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4kz6/protein.pdb,/xcfhome/zncao02/dataset_bap/test_set/pdbbind/casf_dynaformer/4kz6/ligand.sdf,4kz6,3.10
